name,region,address,lon,lat,상태
내곡 모감주나무군락,대구 동구,"대구광역시 동구 내곡동 221, 산91",128.7544477,35.88429499,정좌표
녹동서원,대구 달성군,대구광역시 달성군 가창면 우록길 218,128.6463378,35.72320923,정좌표
능성세가,대구 북구,대구광역시 북구 서변로3길 47-12,128.593616,35.92128331,정좌표
단산 저수지,대구 동구,대구광역시 동구 팔공로50길 66,128.6517117,35.91921875,정좌표
달성 삼가헌 고택,대구 달성군,대구광역시 달성군 하빈면 묘동4길 15,128.4124731,35.90659553,정좌표
달성 조길방가옥,대구 달성군,대구광역시 달성군 가창면 조길방길 92-1,128.5817112,35.75578003,정좌표
달성 태고정,대구 달성군,대구광역시 달성군 하빈면 육신사길 64,128.416533,35.91137567,정좌표
달성(현풍)사직단,대구 달성군,대구광역시 달성군 현풍면 상리,128.452363,35.69859,실패
달성습지생태학습관,대구 달성군,대구광역시 달성군 화원읍 구라1길 88,128.4870564,35.8166846,정좌표
달성하목정,대구 달성군,대구광역시 달성군 하빈면 하목정길 56-10,128.3979101,35.88169561,정좌표
달성하천습지,대구 달성군,대구광역시 달성군 다사읍 죽곡리,128.482121,35.826962,실패
대견사,대구 달성군,대구광역시 달성군 유가읍 일연선사길 177,128.5298678,35.69638979,정좌표
대구 계산동성당,대구 중구,대구광역시 중구 서성로 10,128.5883053,35.86804277,정좌표
대구 고모령비,대구 수성구,대구광역시 동구 효목동,128.657743,35.873424,실패
대구 구 동촌역사,대구 동구,대구광역시 동구 동촌역사로3길 35,128.6498294,35.8901504,정좌표
대구 근대골목(근대로의 여행),대구 중구,대구광역시 중구 경상감영길 99,128.5928258,35.87198212,정좌표
대구 녹색에너지체험관,대구 달서구,대구광역시 달서구 성서공단로 52,128.4881723,35.83460331,정좌표
대구 달성공원,대구 중구,대구광역시 중구 달성공원로 35,128.5791311,35.87324298,정좌표
대구 달성습지,대구 달성군,대구광역시 달성군 다사읍 죽곡리,128.482142,35.826901,실패
대구 도동 측백나무 숲,대구 동구,대구광역시 동구 도평로,128.663222,35.918339,실패
대구 동성로거리,대구 중구,대구광역시 중구 동성로2길 27,128.5963071,35.8671833,정좌표
대구 불로동 고분군,대구 동구,대구광역시 동구 불로동,128.6371544,35.9118092,실패
대구 스파밸리,대구 달성군,대구광역시 달성군 가창면 가창로 891,128.6361169,35.78801109,정좌표
